,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1130,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1131,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1132,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1133,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1134,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1135,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1136,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1137,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1138,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1139,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1140,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1141,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1142,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1143,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1144,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1145,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1146,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1147,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1148,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1149,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1150,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1151,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1152,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1153,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1154,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1155,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1156,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1157,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1158,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1159,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1160,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1161,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1162,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1163,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1164,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1165,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1166,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1167,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1168,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1169,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1170,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1171,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1172,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1173,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1174,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1175,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1176,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1177,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1178,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1179,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1180,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1181,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1182,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1183,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1184,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1185,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1186,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1187,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1188,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1189,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1190,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1191,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1192,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1193,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1194,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1195,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1196,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1197,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
